Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,stalk_height,cap_diameter,class
947,bell,smooth,red,no,fishy,free,crowded,broad,green,enlarging,missing,smooth,smooth,yellow,gray,partial,brown,none,large,green,numerous,waste,7.254007651,7.837316621,poisonous
1079,flat,fibrous,pink,no,almond,notched,distant,broad,brown,enlarging,cup,fibrous,scaly,cinnamon,cinnamon,partial,white,two,cobwebby,yellow,abundant,woods,14.89245621,5.105594263,poisonous
258,conical,grooves,buff,no,pungent,descending,close,broad,brown,enlarging,club,silky,scaly,yellow,yellow,partial,yellow,none,zone,buff,abundant,meadows,4.621594077,12.72856367,poisonous
624,convex,smooth,gray,no,spicy,notched,crowded,broad,pink,enlarging,bulbous,scaly,fibrous,gray,white,universal,yellow,none,pendant,chocolate,numerous,paths,12.71101729,1.503600355,edible
405,convex,smooth,pink,no,creosote,attached,distant,broad,orange,tapering,cup,smooth,silky,red,yellow,partial,white,none,cobwebby,purple,solitary,grasses,11.99546561,10.00850049,poisonous
863,sunken,scaly,brown,yes,foul,attached,crowded,narrow,chocolate,tapering,bulbous,silky,silky,pink,orange,partial,orange,one,flaring,purple,abundant,leaves,5.877891149,17.46414493,poisonous
1060,flat,smooth,green,yes,creosote,attached,distant,broad,chocolate,tapering,cup,fibrous,scaly,cinnamon,yellow,partial,white,one,evanescent,black,numerous,paths,11.78267657,18.70860729,poisonous
1109,convex,smooth,purple,yes,anise,attached,distant,narrow,black,enlarging,bulbous,silky,smooth,cinnamon,orange,partial,brown,none,zone,black,solitary,urban,12.43401525,17.69805916,edible
900,sunken,smooth,gray,yes,musty,free,distant,broad,green,tapering,rooted,silky,silky,pink,buff,partial,brown,none,sheathing,brown,clustered,grasses,8.520962668,22.36879733,poisonous
146,conical,smooth,purple,yes,spicy,attached,distant,narrow,brown,tapering,missing,silky,smooth,gray,red,partial,yellow,none,cobwebby,purple,numerous,leaves,11.78080386,5.396446776,poisonous
562,bell,fibrous,brown,yes,spicy,attached,close,broad,chocolate,enlarging,bulbous,silky,fibrous,cinnamon,pink,partial,yellow,one,pendant,black,scattered,urban,11.00635819,11.54666415,poisonous
704,sunken,fibrous,brown,yes,fishy,descending,close,narrow,buff,tapering,club,silky,silky,brown,orange,universal,white,none,cobwebby,buff,solitary,paths,7.174525083,5.829427143,poisonous
372,sunken,grooves,white,yes,none,free,crowded,narrow,orange,tapering,rhizomorphs,fibrous,scaly,white,white,universal,yellow,none,pendant,brown,solitary,woods,3.000808193,4.469407613,poisonous
1137,bell,fibrous,gray,yes,spicy,attached,crowded,narrow,purple,enlarging,missing,scaly,silky,orange,red,universal,white,none,none,orange,scattered,paths,14.7122264,4.741649906,edible
829,bell,smooth,buff,no,pungent,descending,distant,broad,orange,tapering,rhizomorphs,scaly,scaly,orange,yellow,partial,brown,none,cobwebby,yellow,solitary,urban,11.29483287,8.00458408,poisonous
1219,convex,smooth,yellow,no,almond,notched,close,broad,purple,enlarging,rooted,silky,scaly,orange,orange,universal,brown,two,pendant,orange,several,waste,12.17469613,21.19437181,poisonous
336,flat,smooth,white,no,fishy,descending,close,narrow,gray,tapering,bulbous,fibrous,smooth,pink,red,partial,brown,two,evanescent,brown,solitary,waste,5.458543157,24.4567602,edible
211,sunken,scaly,yellow,yes,foul,free,close,narrow,white,tapering,rhizomorphs,smooth,silky,orange,gray,partial,brown,none,none,chocolate,abundant,urban,11.81669115,3.131947177,edible
1136,bell,scaly,gray,no,foul,free,distant,narrow,brown,enlarging,cup,smooth,silky,red,orange,partial,brown,none,evanescent,purple,clustered,meadows,12.52477336,21.74272082,edible
91,bell,smooth,red,no,almond,descending,distant,broad,red,tapering,bulbous,silky,fibrous,buff,orange,universal,yellow,two,cobwebby,black,numerous,paths,6.494949518,6.14262248,poisonous
209,sunken,scaly,buff,yes,musty,descending,crowded,narrow,green,enlarging,rhizomorphs,fibrous,smooth,yellow,red,universal,yellow,none,cobwebby,yellow,several,waste,7.502190098,4.452843937,poisonous
1155,convex,smooth,buff,no,foul,notched,close,narrow,black,enlarging,equal,silky,fibrous,buff,white,partial,white,two,none,black,clustered,urban,2.507544533,8.238833262,poisonous
595,convex,smooth,buff,yes,foul,attached,crowded,narrow,gray,enlarging,missing,scaly,smooth,gray,gray,universal,brown,none,large,green,several,waste,11.81424139,19.8688221,poisonous
356,sunken,scaly,buff,no,foul,free,distant,broad,green,enlarging,cup,fibrous,fibrous,brown,brown,universal,white,two,sheathing,purple,abundant,paths,6.628719703,25.00005384,edible
1154,bell,grooves,gray,yes,musty,notched,crowded,broad,chocolate,tapering,bulbous,fibrous,scaly,white,white,universal,brown,two,sheathing,buff,clustered,leaves,3.846000185,22.78812616,poisonous
210,conical,grooves,brown,no,creosote,free,distant,broad,pink,enlarging,bulbous,smooth,smooth,orange,red,partial,brown,two,cobwebby,black,several,paths,13.83806494,6.945715146,poisonous
316,conical,fibrous,buff,yes,anise,notched,close,narrow,black,tapering,bulbous,smooth,fibrous,orange,cinnamon,partial,brown,one,none,chocolate,solitary,meadows,7.10799219,6.426642669,poisonous
24,flat,smooth,pink,no,almond,free,close,broad,white,enlarging,club,silky,smooth,yellow,cinnamon,universal,yellow,one,zone,chocolate,abundant,paths,3.923580658,8.889841334,edible
497,sunken,fibrous,brown,yes,fishy,descending,distant,narrow,chocolate,enlarging,rhizomorphs,silky,scaly,cinnamon,pink,partial,white,two,none,black,abundant,grasses,10.90581874,10.14136681,poisonous
883,sunken,smooth,brown,no,none,attached,crowded,broad,gray,enlarging,bulbous,silky,scaly,buff,orange,partial,yellow,none,none,brown,numerous,waste,14.64032559,19.98964161,poisonous
374,convex,scaly,pink,yes,none,notched,crowded,narrow,orange,enlarging,rooted,scaly,silky,yellow,brown,partial,brown,none,large,black,numerous,waste,9.792462229,9.943229375,poisonous
651,convex,fibrous,green,no,musty,descending,crowded,broad,buff,enlarging,equal,scaly,smooth,orange,gray,universal,orange,one,flaring,chocolate,solitary,grasses,7.345227567,10.7061115,poisonous
77,flat,scaly,red,yes,musty,free,distant,broad,chocolate,tapering,equal,fibrous,smooth,brown,yellow,universal,white,two,large,black,numerous,paths,10.3286104,13.62325656,edible
672,conical,fibrous,red,yes,creosote,free,close,broad,gray,enlarging,rhizomorphs,fibrous,fibrous,gray,cinnamon,universal,brown,one,none,yellow,several,waste,5.663549572,6.671447646,edible
811,bell,smooth,brown,no,musty,attached,close,broad,purple,tapering,cup,silky,silky,yellow,pink,partial,brown,two,pendant,black,several,woods,11.70185842,17.30587714,poisonous
0,bell,scaly,pink,yes,anise,free,close,broad,red,tapering,rhizomorphs,fibrous,silky,white,red,partial,brown,two,pendant,black,several,leaves,12.34947591,20.52011975,poisonous
406,conical,smooth,pink,yes,musty,attached,distant,broad,green,enlarging,equal,fibrous,silky,red,cinnamon,partial,yellow,one,none,chocolate,numerous,meadows,2.722751712,19.12038866,poisonous
1174,flat,smooth,red,no,none,free,close,broad,red,tapering,club,silky,fibrous,gray,cinnamon,partial,white,none,pendant,yellow,scattered,waste,5.91340183,3.218104219,poisonous
715,convex,fibrous,green,yes,anise,free,distant,narrow,white,enlarging,rhizomorphs,silky,scaly,pink,white,universal,orange,one,cobwebby,chocolate,numerous,meadows,14.56953072,1.584767139,edible
1031,sunken,scaly,pink,no,fishy,notched,distant,narrow,red,enlarging,club,silky,fibrous,gray,white,partial,white,one,cobwebby,buff,several,waste,4.536554903,6.617439185,poisonous
582,convex,fibrous,buff,no,fishy,attached,crowded,narrow,pink,tapering,rhizomorphs,fibrous,scaly,buff,orange,universal,orange,one,zone,orange,clustered,leaves,12.45043433,7.509931885,poisonous
789,flat,grooves,pink,yes,creosote,free,close,narrow,white,enlarging,club,scaly,silky,brown,pink,universal,yellow,two,sheathing,orange,scattered,paths,11.69737523,21.26322234,poisonous
51,convex,smooth,pink,yes,almond,descending,distant,narrow,black,enlarging,club,fibrous,fibrous,pink,white,partial,yellow,one,sheathing,brown,several,urban,7.412867513,21.21278222,poisonous
1252,conical,scaly,gray,yes,anise,descending,close,broad,pink,tapering,missing,silky,silky,yellow,orange,universal,brown,none,zone,buff,clustered,leaves,9.619980088,2.99420109,poisonous
74,bell,scaly,red,no,almond,descending,crowded,broad,buff,tapering,bulbous,silky,scaly,white,cinnamon,partial,yellow,one,sheathing,brown,solitary,grasses,5.916232348,7.922566421,edible
352,bell,fibrous,white,yes,anise,descending,distant,narrow,black,enlarging,cup,silky,fibrous,cinnamon,orange,universal,yellow,two,cobwebby,black,several,woods,7.917487887,2.336627195,poisonous
223,convex,smooth,purple,yes,creosote,notched,close,narrow,yellow,enlarging,club,fibrous,silky,pink,buff,partial,orange,two,sheathing,buff,numerous,urban,8.17381121,4.98892986,edible
904,flat,fibrous,pink,no,pungent,free,distant,broad,chocolate,enlarging,bulbous,scaly,silky,cinnamon,red,universal,yellow,two,evanescent,purple,several,waste,7.544234419,10.41498709,poisonous
1226,conical,grooves,brown,no,fishy,descending,distant,broad,yellow,tapering,rooted,smooth,silky,orange,yellow,partial,brown,one,flaring,green,abundant,waste,6.702634258,4.882309137,poisonous
146,conical,smooth,purple,yes,spicy,attached,distant,narrow,brown,tapering,missing,silky,smooth,gray,red,partial,yellow,none,cobwebby,purple,numerous,leaves,11.78080386,5.396446776,poisonous
102,bell,scaly,white,no,foul,notched,crowded,broad,gray,tapering,rooted,smooth,silky,white,gray,partial,white,none,pendant,green,abundant,grasses,14.16475586,9.676017013,poisonous
172,convex,smooth,yellow,no,spicy,free,close,narrow,pink,tapering,equal,silky,scaly,gray,orange,partial,orange,two,sheathing,black,clustered,waste,6.32312998,20.63271919,poisonous
1266,flat,scaly,yellow,yes,anise,free,distant,broad,orange,tapering,club,fibrous,silky,orange,brown,partial,brown,two,zone,white,clustered,meadows,5.762326976,9.394681371,poisonous
50,bell,fibrous,brown,no,pungent,free,crowded,narrow,black,enlarging,bulbous,scaly,smooth,brown,orange,partial,yellow,one,evanescent,buff,clustered,paths,6.200762712,8.899706658,poisonous
1156,sunken,smooth,gray,yes,none,descending,distant,broad,red,tapering,bulbous,silky,silky,gray,gray,partial,yellow,one,sheathing,purple,scattered,leaves,13.62231955,9.67998323,poisonous
1130,sunken,fibrous,white,yes,anise,notched,distant,narrow,buff,enlarging,rooted,smooth,smooth,orange,buff,partial,brown,none,cobwebby,chocolate,several,meadows,13.54708234,19.54563133,poisonous
594,bell,grooves,yellow,yes,foul,attached,distant,broad,buff,tapering,bulbous,smooth,smooth,cinnamon,white,partial,white,none,zone,green,clustered,grasses,7.047471594,13.7309019,edible
808,convex,grooves,red,no,pungent,notched,crowded,broad,buff,tapering,bulbous,fibrous,fibrous,yellow,pink,universal,brown,none,sheathing,green,abundant,leaves,3.140109251,24.85184031,edible
902,sunken,scaly,yellow,yes,almond,free,crowded,broad,pink,tapering,missing,fibrous,scaly,brown,pink,universal,white,one,sheathing,yellow,several,meadows,10.11603766,16.88547323,edible
280,convex,scaly,brown,no,anise,descending,crowded,narrow,black,enlarging,missing,silky,smooth,gray,yellow,universal,white,one,large,green,abundant,leaves,2.117873141,4.790971331,poisonous
521,flat,scaly,gray,no,foul,descending,close,broad,gray,enlarging,missing,fibrous,silky,cinnamon,white,universal,yellow,one,large,chocolate,solitary,urban,6.70118969,10.11788363,edible
431,conical,fibrous,buff,yes,foul,descending,distant,narrow,orange,tapering,rooted,silky,smooth,red,yellow,partial,yellow,one,large,black,solitary,leaves,13.16991482,5.460104667,poisonous
1072,flat,grooves,buff,no,none,free,close,broad,purple,enlarging,club,fibrous,scaly,orange,buff,universal,yellow,none,pendant,chocolate,several,woods,10.34430643,9.395295854,poisonous
678,bell,grooves,pink,yes,fishy,free,crowded,narrow,gray,enlarging,rhizomorphs,silky,silky,gray,orange,partial,yellow,two,flaring,brown,clustered,paths,6.483618628,2.76647531,poisonous
1081,flat,scaly,gray,yes,spicy,free,distant,broad,yellow,enlarging,rooted,fibrous,smooth,pink,cinnamon,universal,white,two,none,orange,clustered,woods,13.61508543,20.66825722,edible
802,conical,scaly,brown,no,fishy,descending,crowded,broad,green,enlarging,club,silky,fibrous,white,brown,universal,white,one,evanescent,buff,clustered,paths,8.683279945,14.24589141,poisonous
557,bell,scaly,green,yes,almond,free,distant,narrow,brown,tapering,missing,fibrous,scaly,cinnamon,brown,partial,brown,two,flaring,brown,abundant,urban,8.036207307,15.6034745,edible
880,flat,scaly,purple,no,musty,descending,crowded,narrow,black,tapering,bulbous,fibrous,scaly,buff,yellow,universal,yellow,two,sheathing,white,abundant,paths,3.40385894,11.89022277,poisonous
231,convex,smooth,brown,no,musty,descending,crowded,narrow,white,enlarging,rooted,scaly,smooth,brown,orange,universal,white,one,sheathing,chocolate,solitary,urban,6.707135372,13.28521899,poisonous
1219,convex,smooth,yellow,no,almond,notched,close,broad,purple,enlarging,rooted,silky,scaly,orange,orange,universal,brown,two,pendant,orange,several,waste,12.17469613,21.19437181,poisonous
529,flat,scaly,yellow,no,musty,free,close,broad,white,enlarging,rhizomorphs,smooth,smooth,orange,brown,partial,orange,two,none,white,abundant,leaves,14.19861113,16.47932982,poisonous
456,sunken,scaly,red,yes,creosote,free,close,broad,yellow,enlarging,equal,scaly,scaly,yellow,red,partial,orange,one,large,orange,solitary,waste,14.00333793,20.53498163,poisonous
1056,sunken,smooth,gray,yes,spicy,descending,close,broad,orange,enlarging,bulbous,silky,scaly,gray,gray,universal,brown,two,large,chocolate,scattered,paths,8.366407045,13.44866758,poisonous
1089,flat,scaly,purple,yes,almond,notched,crowded,narrow,chocolate,enlarging,rooted,fibrous,fibrous,brown,buff,universal,yellow,one,cobwebby,brown,several,woods,4.114954907,10.59747485,poisonous
595,convex,smooth,buff,yes,foul,attached,crowded,narrow,gray,enlarging,missing,scaly,smooth,gray,gray,universal,brown,none,large,green,several,waste,11.81424139,19.8688221,poisonous
1158,conical,fibrous,red,yes,almond,free,close,narrow,red,enlarging,rooted,fibrous,fibrous,red,yellow,universal,brown,none,large,brown,scattered,woods,12.3853224,3.531304386,edible
728,flat,fibrous,green,yes,spicy,attached,distant,narrow,black,tapering,equal,smooth,fibrous,brown,buff,partial,white,two,evanescent,chocolate,several,waste,7.279306068,11.48726375,poisonous
394,flat,fibrous,yellow,no,musty,attached,close,narrow,orange,enlarging,cup,silky,silky,white,pink,partial,orange,two,large,white,abundant,grasses,7.32768793,10.94080178,poisonous
486,flat,grooves,purple,no,pungent,descending,crowded,broad,chocolate,enlarging,rooted,smooth,scaly,gray,red,partial,yellow,one,zone,orange,scattered,leaves,13.26609188,16.78153186,poisonous
370,conical,smooth,green,yes,almond,free,distant,broad,purple,tapering,equal,fibrous,smooth,brown,red,partial,orange,one,evanescent,chocolate,clustered,woods,10.11486168,13.54563728,poisonous
859,convex,fibrous,brown,no,spicy,attached,crowded,narrow,white,tapering,equal,silky,fibrous,orange,red,universal,yellow,one,large,buff,scattered,woods,7.927828615,6.635786312,edible
91,bell,smooth,red,no,almond,descending,distant,broad,red,tapering,bulbous,silky,fibrous,buff,orange,universal,yellow,two,cobwebby,black,numerous,paths,6.494949518,6.14262248,poisonous
24,flat,smooth,pink,no,almond,free,close,broad,white,enlarging,club,silky,smooth,yellow,cinnamon,universal,yellow,one,zone,chocolate,abundant,paths,3.923580658,8.889841334,edible
1244,conical,grooves,red,yes,foul,notched,distant,narrow,purple,enlarging,rooted,silky,smooth,brown,yellow,partial,brown,none,pendant,buff,scattered,grasses,2.570015124,8.892683303,poisonous
265,convex,grooves,green,yes,fishy,notched,close,narrow,pink,tapering,missing,smooth,silky,brown,red,partial,brown,two,evanescent,yellow,abundant,woods,13.55806359,11.27001967,poisonous
84,convex,smooth,yellow,yes,almond,notched,crowded,broad,orange,enlarging,club,fibrous,silky,white,red,universal,white,none,none,purple,several,leaves,13.37790685,4.774864729,poisonous
1266,flat,scaly,yellow,yes,anise,free,distant,broad,orange,tapering,club,fibrous,silky,orange,brown,partial,brown,two,zone,white,clustered,meadows,5.762326976,9.394681371,poisonous
962,bell,grooves,yellow,yes,anise,attached,close,broad,green,enlarging,cup,smooth,silky,pink,buff,partial,white,two,large,brown,numerous,meadows,12.63969008,11.56072757,poisonous
423,flat,fibrous,brown,no,anise,attached,distant,narrow,red,tapering,bulbous,scaly,smooth,pink,brown,partial,yellow,none,large,yellow,solitary,meadows,14.34647875,15.4126885,poisonous
860,conical,fibrous,white,yes,almond,notched,distant,narrow,purple,tapering,cup,fibrous,fibrous,brown,pink,universal,orange,one,flaring,brown,numerous,waste,9.659907713,4.068221392,edible
282,bell,scaly,pink,yes,fishy,notched,close,broad,orange,enlarging,club,smooth,scaly,yellow,pink,partial,yellow,two,cobwebby,green,clustered,grasses,5.226498695,20.93269176,poisonous
1042,flat,scaly,white,yes,creosote,attached,distant,broad,buff,tapering,missing,scaly,scaly,red,brown,partial,white,two,evanescent,brown,several,paths,3.012421895,21.49934261,edible
259,convex,smooth,pink,yes,foul,notched,crowded,narrow,brown,enlarging,rhizomorphs,scaly,smooth,cinnamon,brown,partial,orange,two,evanescent,green,several,leaves,13.57932075,1.765788938,poisonous
998,bell,grooves,green,yes,spicy,notched,distant,broad,gray,tapering,cup,fibrous,silky,white,brown,universal,brown,two,none,black,abundant,meadows,8.122292043,9.30948866,poisonous
95,conical,scaly,buff,yes,creosote,free,close,narrow,buff,tapering,club,smooth,scaly,gray,gray,universal,yellow,none,cobwebby,chocolate,scattered,woods,10.06711047,9.090074462,edible
63,bell,grooves,gray,no,almond,attached,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,yellow,none,pendant,brown,abundant,paths,11.45343689,16.97205329,edible
818,bell,scaly,pink,yes,foul,attached,distant,narrow,purple,enlarging,equal,scaly,smooth,brown,brown,universal,orange,two,large,purple,abundant,leaves,4.193039842,14.78382062,poisonous
737,conical,smooth,green,no,almond,free,distant,broad,purple,tapering,club,scaly,silky,red,gray,partial,yellow,two,evanescent,yellow,several,meadows,4.594319887,10.14616395,poisonous
978,flat,fibrous,red,yes,foul,free,close,broad,yellow,enlarging,cup,scaly,smooth,red,buff,universal,orange,one,flaring,green,numerous,leaves,14.5582629,19.74137147,poisonous
704,sunken,fibrous,brown,yes,fishy,descending,close,narrow,buff,tapering,club,silky,silky,brown,orange,universal,white,none,cobwebby,buff,solitary,paths,7.174525083,5.829427143,poisonous
625,conical,grooves,buff,yes,creosote,attached,distant,broad,purple,tapering,cup,fibrous,scaly,pink,red,partial,brown,none,none,white,scattered,meadows,8.298437252,14.71654523,poisonous
906,bell,fibrous,gray,no,creosote,descending,close,broad,green,enlarging,missing,silky,silky,yellow,yellow,partial,orange,one,none,yellow,clustered,meadows,5.13800329,1.203813075,edible
394,flat,fibrous,yellow,no,musty,attached,close,narrow,orange,enlarging,cup,silky,silky,white,pink,partial,orange,two,large,white,abundant,grasses,7.32768793,10.94080178,poisonous
1171,bell,smooth,yellow,yes,pungent,attached,distant,broad,brown,enlarging,club,scaly,silky,pink,cinnamon,universal,yellow,none,large,brown,scattered,leaves,4.159778706,2.982914945,poisonous
985,sunken,smooth,purple,no,foul,attached,distant,broad,orange,enlarging,rooted,smooth,scaly,yellow,orange,partial,orange,two,sheathing,orange,clustered,grasses,8.935766554,10.98512482,poisonous
302,convex,smooth,yellow,yes,fishy,notched,crowded,narrow,pink,enlarging,rhizomorphs,fibrous,scaly,pink,white,universal,brown,none,sheathing,buff,scattered,grasses,8.371891989,24.19686354,poisonous
1056,sunken,smooth,gray,yes,spicy,descending,close,broad,orange,enlarging,bulbous,silky,scaly,gray,gray,universal,brown,two,large,chocolate,scattered,paths,8.366407045,13.44866758,poisonous
936,convex,fibrous,green,no,creosote,notched,close,broad,buff,enlarging,club,fibrous,silky,buff,white,universal,white,none,flaring,yellow,abundant,grasses,3.497397647,9.101766354,edible
1,conical,scaly,gray,no,fishy,free,close,broad,pink,enlarging,cup,scaly,silky,orange,pink,universal,brown,none,pendant,black,abundant,waste,13.80272933,4.730801611,edible
293,sunken,grooves,brown,yes,spicy,notched,distant,narrow,white,enlarging,club,silky,scaly,white,red,universal,white,none,cobwebby,white,numerous,urban,4.053845404,1.858861777,poisonous
0,bell,scaly,pink,yes,anise,free,close,broad,red,tapering,rhizomorphs,fibrous,silky,white,red,partial,brown,two,pendant,black,several,leaves,12.34947591,20.52011975,poisonous
1236,convex,grooves,purple,no,musty,free,close,broad,pink,enlarging,missing,smooth,smooth,red,white,universal,yellow,none,evanescent,black,several,grasses,12.28610534,18.55626356,poisonous
38,convex,fibrous,green,yes,musty,attached,close,broad,brown,tapering,bulbous,smooth,fibrous,pink,cinnamon,universal,orange,none,evanescent,orange,solitary,grasses,13.37281798,2.674786751,poisonous
1182,convex,smooth,gray,no,fishy,notched,crowded,narrow,black,enlarging,missing,scaly,scaly,gray,buff,universal,brown,two,evanescent,brown,several,woods,2.969487291,1.386361104,poisonous
37,convex,grooves,pink,no,none,attached,close,narrow,black,enlarging,rhizomorphs,smooth,scaly,orange,brown,universal,brown,one,none,purple,solitary,grasses,10.09007811,17.34588307,edible
550,conical,scaly,yellow,no,musty,free,distant,narrow,white,tapering,club,fibrous,fibrous,pink,gray,universal,brown,none,evanescent,white,abundant,paths,5.832597024,23.52328899,poisonous
1008,convex,smooth,pink,yes,creosote,descending,close,narrow,purple,tapering,missing,smooth,smooth,orange,orange,partial,brown,none,none,green,scattered,meadows,11.11583686,20.32702962,poisonous
447,bell,grooves,purple,yes,fishy,notched,distant,narrow,brown,enlarging,cup,silky,smooth,pink,yellow,partial,orange,none,pendant,green,abundant,paths,8.368082629,22.48325546,edible
488,conical,smooth,yellow,no,foul,free,crowded,narrow,orange,tapering,cup,fibrous,scaly,orange,orange,partial,white,one,pendant,white,abundant,meadows,7.005856918,13.65853219,poisonous
607,conical,smooth,green,yes,musty,attached,distant,narrow,buff,enlarging,club,scaly,scaly,orange,brown,partial,orange,two,sheathing,brown,scattered,urban,4.438677244,19.60902963,poisonous
1046,bell,scaly,white,no,fishy,free,distant,broad,green,enlarging,bulbous,silky,silky,red,red,partial,brown,one,sheathing,yellow,clustered,urban,8.374571417,5.325103766,poisonous
170,flat,fibrous,green,yes,musty,free,close,broad,black,enlarging,rhizomorphs,smooth,scaly,gray,orange,partial,orange,two,none,white,scattered,meadows,2.148725033,10.63165183,poisonous
226,conical,smooth,purple,yes,fishy,notched,crowded,narrow,yellow,enlarging,equal,fibrous,fibrous,buff,brown,universal,yellow,none,cobwebby,brown,solitary,woods,3.897904811,18.4240058,poisonous
133,bell,fibrous,red,yes,almond,free,close,broad,green,tapering,rhizomorphs,scaly,silky,cinnamon,orange,universal,brown,two,evanescent,white,abundant,urban,4.513321313,18.02180196,poisonous
670,bell,smooth,green,yes,none,notched,crowded,narrow,yellow,enlarging,rooted,smooth,smooth,white,cinnamon,partial,orange,none,large,chocolate,solitary,waste,8.710046562,2.965849736,poisonous
1180,flat,grooves,purple,no,almond,notched,crowded,narrow,brown,enlarging,rooted,scaly,fibrous,white,white,universal,brown,two,cobwebby,brown,scattered,urban,10.35402563,21.64761823,poisonous
433,bell,fibrous,green,yes,anise,notched,close,narrow,buff,enlarging,club,scaly,silky,pink,buff,partial,white,one,none,yellow,clustered,meadows,3.847916695,13.4404253,poisonous
432,bell,scaly,white,yes,foul,free,crowded,narrow,green,enlarging,missing,fibrous,fibrous,red,gray,universal,orange,two,flaring,yellow,solitary,paths,12.55771183,9.03994702,poisonous
585,convex,fibrous,buff,yes,foul,attached,close,narrow,yellow,tapering,rooted,fibrous,scaly,white,cinnamon,partial,white,one,cobwebby,buff,several,meadows,14.74011254,19.59556386,poisonous
816,bell,grooves,red,yes,anise,free,close,broad,red,enlarging,club,silky,smooth,white,gray,universal,brown,none,pendant,chocolate,scattered,waste,6.187650355,9.352633085,poisonous
231,convex,smooth,brown,no,musty,descending,crowded,narrow,white,enlarging,rooted,scaly,smooth,brown,orange,universal,white,one,sheathing,chocolate,solitary,urban,6.707135372,13.28521899,poisonous
208,flat,smooth,gray,no,musty,attached,close,narrow,pink,tapering,rooted,silky,smooth,red,pink,partial,white,one,evanescent,purple,clustered,meadows,3.127027336,17.42651996,poisonous
1153,sunken,fibrous,white,no,pungent,notched,close,narrow,buff,enlarging,cup,fibrous,silky,gray,red,partial,white,two,sheathing,green,abundant,woods,4.882746833,2.723651342,poisonous
588,flat,smooth,green,no,none,attached,distant,broad,orange,tapering,cup,smooth,silky,cinnamon,pink,partial,brown,none,cobwebby,black,clustered,paths,13.32320455,5.539454418,poisonous
1248,bell,smooth,red,no,spicy,attached,distant,narrow,pink,enlarging,club,scaly,smooth,gray,brown,partial,white,none,pendant,brown,abundant,meadows,2.711923581,13.64049903,edible
435,sunken,fibrous,brown,yes,spicy,notched,close,narrow,green,enlarging,bulbous,scaly,silky,gray,buff,universal,brown,none,none,brown,clustered,urban,5.915643649,6.883296139,poisonous
583,conical,fibrous,purple,yes,anise,attached,crowded,broad,green,enlarging,club,silky,smooth,red,buff,universal,brown,two,none,chocolate,clustered,grasses,14.45807129,1.935786642,edible
735,conical,scaly,gray,no,anise,descending,distant,broad,brown,tapering,missing,scaly,smooth,gray,brown,universal,brown,none,cobwebby,yellow,numerous,grasses,7.508966672,17.8325693,poisonous
606,sunken,scaly,green,yes,spicy,notched,close,narrow,white,tapering,rooted,fibrous,fibrous,orange,red,universal,white,none,pendant,black,several,paths,9.883575707,2.393095362,edible
85,convex,fibrous,gray,yes,pungent,attached,crowded,broad,yellow,enlarging,club,scaly,fibrous,orange,buff,universal,brown,one,flaring,buff,clustered,urban,4.42159445,9.769437732,poisonous
52,sunken,smooth,purple,yes,musty,descending,close,broad,white,enlarging,cup,silky,fibrous,yellow,brown,partial,brown,one,pendant,purple,abundant,paths,14.91449347,6.208272229,edible
1074,convex,grooves,yellow,no,anise,notched,distant,narrow,yellow,tapering,club,silky,silky,gray,cinnamon,partial,yellow,two,cobwebby,yellow,several,leaves,7.433487551,6.995669716,edible
491,bell,grooves,yellow,no,spicy,attached,distant,broad,orange,tapering,club,scaly,fibrous,orange,orange,universal,orange,one,zone,chocolate,scattered,grasses,3.711205197,4.630025494,poisonous
1024,flat,fibrous,red,yes,almond,descending,distant,narrow,chocolate,enlarging,cup,smooth,scaly,brown,buff,partial,orange,none,pendant,green,numerous,meadows,13.94671412,6.501631271,poisonous
236,conical,grooves,white,yes,none,free,crowded,broad,yellow,enlarging,cup,smooth,silky,yellow,buff,partial,yellow,none,none,yellow,scattered,meadows,3.68639733,14.02327914,edible
362,conical,smooth,gray,yes,musty,descending,distant,narrow,pink,enlarging,bulbous,fibrous,fibrous,brown,yellow,universal,yellow,one,sheathing,green,solitary,paths,5.343804871,8.93677872,poisonous
1277,flat,scaly,brown,yes,foul,notched,distant,narrow,purple,tapering,cup,scaly,scaly,buff,gray,universal,white,one,pendant,buff,abundant,meadows,3.708787943,18.95846498,poisonous
937,conical,grooves,white,yes,foul,notched,crowded,broad,black,tapering,bulbous,scaly,silky,buff,pink,partial,yellow,one,cobwebby,orange,abundant,paths,8.428855558,15.95855735,edible
981,sunken,scaly,purple,yes,foul,attached,crowded,narrow,white,enlarging,cup,scaly,silky,gray,brown,universal,white,two,cobwebby,yellow,several,woods,12.07690883,5.299990474,poisonous
181,sunken,fibrous,pink,no,pungent,attached,crowded,narrow,red,tapering,rhizomorphs,silky,silky,brown,pink,partial,white,none,none,white,abundant,paths,4.902938025,7.185115934,poisonous
